Unnamed: 0,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,UK_pct,UK_CDF,AUS_pct,AUS_CDF
0,1.5172,0.9847,1.9033,0.6146,1.805,1.4465,8.2798,7.7765,43.55,1128.0,9.4015,6.126,1.6563,7.329,101.7,3.8,7.964,8.443,72.3,1.5808,31.38,36.97,,,,
1,1.5239,0.97,1.9238,0.6109,1.8405,1.4518,8.2799,7.7775,43.55,1122.5,9.457,6.085,1.6535,7.218,103.09,3.8,7.934,8.36,72.65,1.5565,30.6,37.13,-0.6020175724048227,-0.6020175724048227,0.4416029528077958,0.4416029528077958
2,1.5267,0.9676,1.9339,0.6092,1.856,1.4518,8.2798,7.778,43.55,1135.0,9.535,6.07,1.656,7.208,103.77,3.8,7.935,8.353,72.95,1.5526,30.8,37.1,-0.2782779505647426,-0.8802955229695653,0.18373909049149706,0.6253420432992929
3,1.5291,0.9686,1.9436,0.607,1.84,1.4571,8.2797,7.7785,43.55,1146.5,9.567,6.08,1.6655,7.2125,105.19,3.8,7.94,8.3675,72.95,1.554,31.75,37.62,-0.36112934996717083,-1.241424872936736,0.15720180782079485,0.7825438511200877
4,1.5272,0.9714,1.938,0.6104,1.831,1.4505,8.2794,7.7783,43.55,1138.0,9.52,6.057,1.6625,7.2285,105.17,3.8,7.966,8.415,73.15,1.5623,30.85,37.3,0.5601317957166563,-0.6812930772200798,-0.12425609835851059,0.6582877527615771
5,1.5242,0.9754,1.935,0.6107,1.819,1.4568,8.2794,7.7785,43.55,1133.5,9.445,6.0765,1.6618,7.254,105.28,3.8,8.024,8.449,73.3,1.5704,30.83,37.27,0.04914809960681055,-0.6321449776132693,-0.19643792561550022,0.4618498271460769
6,1.5209,0.9688,1.9365,0.6068,1.8225,1.457,8.2795,7.7785,43.6,1147.0,9.4825,6.09,1.669,7.214,106.09,3.8,7.969,8.397,73.35,1.5605,30.83,37.61,-0.6386114295071299,-1.2707564071203992,-0.21650702007610656,0.24534280706997036
7,1.5202,0.9727,1.9286,0.6073,1.835,1.455,8.2796,7.7787,43.6,1144.5,9.515,6.0685,1.669,7.236,105.76,3.8,7.977,8.418,73.35,1.566,30.8,37.54,0.08239947264336855,-1.1883569344770306,-0.04602537970938014,0.19931742736059022
8,1.4954,0.9737,1.9084,0.6067,1.814,1.4495,8.2798,7.7788,43.55,1135.5,9.51,6.057,1.67,7.252,106.09,3.8,7.9425,8.417,73.35,1.5707,30.8,37.49,-0.09879795817552273,-1.2871548926525533,-1.631364294171811,-1.4320468668112207
9,1.5004,0.9874,1.9186,0.6115,1.805,1.4497,8.2797,7.7789,43.55,1125.0,9.455,6.075,1.6752,7.347,105.86,3.8,7.997,8.474,73.35,1.5945,30.83,37.55,0.7911653205867841,-0.4959895720657692,0.33435870001337076,-1.09768816679785
11,1.506,0.988,1.9342,0.6105,1.7942,1.4502,8.2793,7.779,43.6,1127.0,9.441,6.089,1.6735,7.356,105.49,3.8,8.01,8.468,72.85,1.5942,30.89,37.4,-0.16353229762877675,-0.659521869694546,0.3732338043188621,-0.7244543624789879
12,1.5074,0.9886,1.9399,0.6083,1.793,1.4527,8.2797,7.7798,43.6,1134.0,9.418,6.114,1.6753,7.3655,105.39,3.8,8.0,8.487,73.2,1.5965,30.85,37.4,-0.3603603603603789,-1.0198822300549248,0.0929614873838025,-0.6314928750951854
13,1.5002,0.9869,1.9486,0.6047,1.7785,1.4484,8.2794,7.7795,43.6,1126.0,9.408,6.1,1.6765,7.343,105.45,3.8,7.977,8.468,72.95,1.5915,30.85,37.28,-0.5918132500410844,-1.6116954800960093,-0.47764362478440736,-1.1091364998795927
14,1.5103,0.9901,1.9592,0.6059,1.78,1.442,8.2795,7.7792,43.6,1128.0,9.447,6.128,1.681,7.3725,104.96,3.8,7.999,8.493,73.3,1.5973,30.85,37.23,0.19844551017031975,-1.4132499699256895,0.6732435675243398,-0.43589293235525295
15,1.5281,0.9981,1.9759,0.6053,1.768,1.44,8.2789,7.7795,43.62,1124.5,9.485,6.1675,1.6825,7.428,105.52,3.8,8.026,8.526,72.95,1.609,30.85,37.3,-0.09902624195412546,-1.512276211879815,1.1785737932860973,0.7426808609308444
16,1.5286,0.9959,1.9732,0.6067,1.78,1.4389,8.2786,7.78,43.59,1127.0,9.525,6.1617,1.6867,7.412,105.87,3.8,8.036,8.521,73.45,1.6085,30.85,37.27,0.2312902692879648,-1.2809859425918502,0.03272037170340969,0.7754012326342541
17,1.5373,0.9989,1.9763,0.6099,1.781,1.4379,8.2782,7.7805,43.65,1127.8,9.5175,6.175,1.695,7.433,105.85,3.8,8.0675,8.5285,73.4,1.6102,30.85,37.48,0.5274435470578487,-0.7535423955340015,0.56914824021983,1.344549472854084
18,1.5267,1.0111,1.9716,0.6111,1.78,1.435,8.2783,7.7805,43.63,1125.0,9.52,6.227,1.693,7.525,104.91,3.8,8.1475,8.615,73.45,1.6317,30.83,37.46,0.1967535661583808,-0.5567888293756207,-0.6895205880439792,0.6550288848101049
19,1.5962,1.0241,2.0534,0.6169,1.79,1.4495,8.2781,7.78,43.65,1121.0,9.581,6.3575,1.71,7.6165,107.15,3.8,8.27,8.82,73.05,1.6485,30.75,37.65,0.9491081656030076,0.3923193362273869,4.5523023514770555,5.20733123628716
20,1.5669,1.0249,2.019,0.618,1.802,1.4517,8.2777,7.781,43.65,1124.0,9.64,6.3125,1.701,7.633,107.33,3.8,8.301,8.815,73.5,1.6495,30.75,37.55,0.1783109093856261,0.570630245613013,-1.8356095727352528,3.3717216635519076
21,1.5835,1.0276,2.0392,0.6192,1.795,1.4468,8.2774,7.7807,43.62,1127.0,9.597,6.28,1.699,7.6445,107.67,3.8,8.277,8.768,73.55,1.654,31.75,37.51,0.19417475728154,0.764805002894553,1.0594166826217277,4.431138346173635
22,1.5723,1.0238,2.0416,0.6227,1.785,1.4435,8.2773,7.7805,43.65,1131.0,9.575,6.2825,1.6985,7.6215,108.4,3.8,8.225,8.708,73.25,1.6502,30.8,37.65,0.5652454780361804,1.3300504809307334,-0.7072939690558777,3.7238443771177576
23,1.5657,1.0114,2.0133,0.624,1.775,1.4417,8.2781,7.7812,43.65,1130.5,9.51,6.2575,1.6925,7.52,107.92,3.8,8.158,8.577,73.55,1.6255,30.8,37.59,0.20876826722338038,1.5388187481541138,-0.41976721999618105,3.3040771571215766
24,1.5835,1.0246,2.0284,0.6283,1.773,1.4467,8.2788,7.781,43.65,1130.0,9.481,6.286,1.693,7.626,107.54,3.8,8.27,8.663,73.55,1.647,30.8,37.55,0.6891025641025506,2.2279213122566643,1.1368716867854456,4.440948843907022
25,1.5775,1.0222,2.0259,0.6283,1.77,1.4457,8.2788,7.782,43.64,1129.6,9.436,6.2905,1.6958,7.609,108.75,3.8,8.259,8.66,73.5,1.6426,30.8,37.75,0.0,2.2279213122566643,-0.3789074834227968,4.062041360484225
26,1.5741,1.014,2.0243,0.6209,1.765,1.4473,8.2788,7.7809,43.63,1129.5,9.402,6.299,1.6968,7.5455,109.59,3.8,8.1835,8.595,73.6,1.6301,30.75,37.64,-1.1777813146585991,1.0501399975980652,-0.2155309033280428,3.8465104571561826
27,1.576,1.0087,2.0325,0.6205,1.77,1.4443,8.2788,7.781,43.65,1124.0,9.399,6.32,1.6918,7.504,109.11,3.8,8.145,8.544,73.6,1.6232,30.65,37.55,-0.06442261233692292,0.9857173852611423,0.12070389428879835,3.967214351444981
28,1.5823,1.0137,2.0263,0.6228,1.77,1.45,8.2788,7.782,43.58,1121.0,9.4365,6.3425,1.6929,7.547,108.74,3.8,8.175,8.585,72.82,1.628,30.65,37.42,0.37066881547138664,1.356386200732529,0.3997461928934021,4.366960544338383
29,1.5918,1.0155,2.0346,0.628,1.767,1.4515,8.2788,7.7814,43.65,1115.0,9.423,6.361,1.6947,7.566,108.99,3.8,8.212,8.608,73.6,1.6305,30.63,37.43,0.8349389852279954,2.1913251859605243,0.6003918346710435,4.9673523790094265
30,1.5926,1.0222,2.0542,0.6293,1.769,1.4547,8.2779,7.78,43.65,1128.0,9.393,6.355,1.6975,7.612,108.65,3.8,8.248,8.679,73.65,1.6435,30.72,37.49,0.20700636942674322,2.3983315553872675,0.05025757004648579,5.017609949055912
31,1.5873,1.0169,2.0534,0.627,1.783,1.4585,8.2777,7.781,43.64,1128.0,9.3875,6.355,1.696,7.5743,108.75,3.8,8.2515,8.68,73.75,1.633,30.75,37.52,-0.3654854600349533,2.032846095352314,-0.33278914981791363,4.684820799237999
32,1.587,1.0161,2.0412,0.6234,1.775,1.452,8.2777,7.7814,43.75,1126.0,9.3715,6.3375,1.7033,7.567,109.38,3.8,8.239,8.6695,73.41,1.6302,30.72,37.7,-0.5741626794258492,1.458683415926465,-0.01890001890001436,4.665920780337984
33,1.5823,1.0139,2.0255,0.6231,1.777,1.4522,8.2772,7.7815,43.68,1128.0,9.398,6.325,1.706,7.555,110.27,3.8,8.285,8.68,73.65,1.6274,30.72,37.77,-0.048123195380167516,1.4105602205462975,-0.296156269691239,4.369764510646745
34,1.5893,1.0152,2.0371,0.6256,1.777,1.4512,8.2772,7.7808,43.68,1129.0,9.354,6.325,1.7058,7.561,110.88,3.8,8.257,8.6725,73.36,1.6282,30.765,38.11,0.4012197079120705,1.811779928458368,0.44239398344181335,4.812158494088559
36,1.5982,0.994,2.0338,0.6186,1.785,1.4595,8.2773,7.7825,43.65,1135.0,9.427,6.313,1.7085,7.4035,111.04,3.8,8.145,8.5395,73.6,1.5983,30.8,38.22,-1.1189258312020445,0.6928540972563235,0.5599949663373849,5.3721534604259435
37,1.6139,0.9983,2.0597,0.6232,1.79,1.4651,8.278,7.7826,43.68,1136.0,9.413,6.335,1.714,7.436,111.11,3.8,8.1775,8.577,73.6,1.6082,30.8,38.09,0.743614613643695,1.4364687109000185,0.9823551495432348,6.354508609969178
38,1.6276,1.0069,2.0547,0.6257,1.782,1.4587,8.278,7.783,43.65,1144.0,9.382,6.329,1.7165,7.501,110.95,3.8,8.2055,8.619,73.75,1.62,30.85,38.22,0.4011553273427504,1.8376240382427689,0.848875395005888,7.203384004975066
39,1.6194,1.0243,2.0483,0.6286,1.774,1.4505,8.2786,7.783,43.65,1137.0,9.378,6.312,1.711,7.6345,110.98,3.8,8.312,8.695,73.75,1.6475,30.8,37.88,0.46348090139043396,2.301104939633203,-0.5038092897517776,6.699574715223289
40,1.6351,1.0342,2.0636,0.6275,1.779,1.4538,8.2786,7.783,43.68,1135.0,9.4025,6.3725,1.7185,7.6975,109.17,3.8,8.3425,8.6895,73.75,1.6615,30.8,37.95,-0.1749920458161136,2.1261128938170892,0.9694948746449272,7.669069589868216
41,1.6247,1.037,2.0555,0.6337,1.769,1.4505,8.2786,7.7833,43.65,1131.31,9.3645,6.34,1.7237,7.724,109.88,3.8,8.381,8.75,73.75,1.6665,30.76,38.13,0.988047808764958,3.1141607025820472,-0.6360467249709512,7.033022864897265
42,1.6483,1.0309,2.0606,0.631,1.769,1.447,8.2786,7.7824,43.63,1128.5,9.363,6.3525,1.7182,7.673,107.1,3.8,8.3115,8.6865,73.75,1.6568,30.75,38.11,-0.42606911787912427,2.688091584702923,1.4525758601588112,8.485598725056075
43,1.6455,1.0396,2.05,0.6343,1.759,1.4543,8.2787,7.7825,43.65,1120.5,9.341,6.368,1.7214,7.7446,107.37,3.8,8.4024,8.805,73.9,1.6714,30.75,38.0,0.522979397781298,3.211070982484221,-0.16987198932234548,8.31572673573373
44,1.6442,1.0397,2.05,0.6325,1.744,1.451,8.2789,7.7833,43.65,1120.5,9.315,6.49,1.7253,7.7415,107.8,3.8,8.397,8.815,73.9,1.6712,30.75,38.01,-0.28377739240107447,2.9272935900831465,-0.07900334244909102,8.236723393284638
45,1.6622,1.0413,2.079,0.6356,1.747,1.4555,8.2785,7.7835,43.63,1119.3,9.3175,6.5,1.7252,7.755,107.74,3.8,8.4125,8.7865,74.0,1.675,30.8,38.1,0.49011857707510487,3.4174121671582514,1.0947573287920953,9.331480722076734
46,1.657,1.046,2.0678,0.634,1.747,1.4527,8.2784,7.784,43.63,1118.7,9.285,6.523,1.7199,7.787,106.2,3.8,8.436,8.804,73.9,1.681,30.75,38.06,-0.25173064820642743,3.165681518951824,-0.3128384069305712,9.018642315146163
47,1.641,1.0443,2.0513,0.6307,1.754,1.4592,8.2786,7.7845,43.65,1119.2,9.272,6.4825,1.714,7.777,106.89,3.8,8.454,8.851,73.65,1.677,30.76,37.94,-0.5205047318611933,2.6451767870906306,-0.965600482800244,8.053041832345919
48,1.6247,1.0326,2.0338,0.6323,1.735,1.457,8.2787,7.7842,43.63,1123.0,9.2925,6.4025,1.708,7.694,106.45,3.8,8.393,8.7235,73.65,1.6595,30.75,37.93,0.25368638021245893,2.8988631673030896,-0.993296770262031,7.059745062083888
49,1.6297,1.0353,2.0202,0.6332,1.738,1.4575,8.2785,7.7848,43.65,1120.2,9.3175,6.3875,1.7035,7.7175,106.27,3.8,8.395,8.72,73.8,1.6661,30.75,37.85,0.14233749802308182,3.0412006653261714,0.307749122915002,7.36749418499889
50,1.6221,1.0365,2.0272,0.6336,1.749,1.4614,8.2781,7.7842,43.65,1121.0,9.313,6.435,1.7068,7.7235,105.32,3.8,8.419,8.718,74.05,1.6702,30.75,37.93,0.06317119393557391,3.1043718592617453,-0.4663434988034454,6.901150686195445
51,1.6287,1.0369,2.0392,0.6359,1.738,1.4632,8.278,7.7845,43.64,1118.4,9.319,6.44,1.7095,7.7235,104.85,3.8,8.443,8.697,73.62,1.6715,30.74,37.87,0.3630050505050386,3.467376909766784,0.4068799704087356,7.30803065660418
52,1.6327,1.0314,2.0471,0.6357,1.7402,1.468,8.2778,7.7847,43.65,1118.5,9.337,6.475,1.715,7.6855,105.58,3.8,8.417,8.6915,73.62,1.6618,30.75,38.16,-0.03145148608271198,3.435925423684072,0.24559464603670644,7.553625302640887
53,1.6375,1.0299,2.05,0.635,1.736,1.4724,8.2777,7.7846,43.58,1118.0,9.325,6.45,1.712,7.665,105.63,3.8,8.406,8.694,73.64,1.6593,30.815,37.96,-0.11011483404121947,3.3258105896428525,0.29399154774298886,7.847616850383876
54,1.6483,1.0316,2.064,0.6367,1.737,1.4728,8.2785,7.7849,43.65,1117.3,9.322,6.47,1.7161,7.676,106.1,3.8,8.4085,8.666,74.0,1.662,30.74,37.97,0.2677165354330713,3.5935271250759238,0.6595419847328365,8.507158835116712
55,1.6488,1.0299,2.0683,0.6375,1.74,1.4703,8.2786,7.7855,43.63,1118.18,9.321,6.492,1.72,7.667,106.5,3.8,8.421,8.6425,73.9,1.6605,30.75,38.04,0.12564787183915183,3.7191749969150756,0.030334283807564866,8.537493118924278
56,1.6393,1.0306,2.0396,0.6359,1.7395,1.4662,8.2783,7.7855,43.59,1117.0,9.3,6.484,1.7188,7.676,106.91,3.8,8.429,8.65,73.75,1.6615,30.78,37.9,-0.2509803921568521,3.4681946047582235,-0.5761766132945212,7.961316505629757
57,1.6513,1.0408,2.0509,0.6367,1.729,1.472,8.2783,7.7858,43.65,1113.0,9.275,6.4575,1.7125,7.751,106.77,3.8,8.466,8.711,73.7,1.675,30.75,37.8,0.1258059443308701,3.5940005490890936,0.7320197645336535,8.69333627016341
58,1.6554,1.0319,2.0513,0.6317,1.723,1.4727,8.2787,7.7858,43.65,1110.0,9.2375,6.478,1.7115,7.6875,107.45,3.8,8.388,8.645,73.75,1.6522,30.75,37.75,-0.7852991989948155,2.808701350094278,0.2482892266699066,8.941625496833318
59,1.6491,1.0284,2.0479,0.6285,1.73,1.465,8.2789,7.7845,43.65,1108.7,9.1875,6.4835,1.716,7.6575,107.25,3.8,8.345,8.5775,73.74,1.6333,30.7,37.72,-0.5065695741649612,2.302131775929317,-0.3805726712576951,8.561052825575622
60,1.6356,1.0368,2.0276,0.6307,1.736,1.4605,8.2792,7.7855,43.62,1112.1,9.1825,6.465,1.716,7.719,107.13,3.8,8.406,8.6465,73.85,1.6468,30.65,37.8,0.35003977724743507,2.652171553176752,-0.8186283427324081,7.742424482843214
61,1.6284,1.0401,1.99,0.63,1.749,1.4541,8.2795,7.785,43.65,1112.5,9.184,6.49,1.715,7.747,105.9,3.8,8.39,8.5675,73.85,1.6551,30.64,37.8,-0.11098779134295356,2.5411837618337985,-0.44020542920029104,7.302219053642923
62,1.6329,1.05,1.994,0.6301,1.74,1.4555,8.2789,7.7865,43.65,1109.4,9.235,6.5125,1.7168,7.819,105.6,3.8,8.45,8.6675,73.9,1.6725,30.6,37.79,0.0158730158730247,2.557056777706823,0.2763448784082412,7.578563932051164
63,1.6327,1.0423,2.004,0.6281,1.753,1.4557,8.2788,7.7866,43.65,1107.5,9.306,6.579,1.7194,7.763,105.53,3.8,8.405,8.633,73.85,1.6605,30.6,37.88,-0.3174099349309678,2.2396468427758554,-0.012248147467697201,7.566315784583467
64,1.6496,1.0445,2.0161,0.6281,1.742,1.4538,8.2787,7.7867,43.65,1105.5,9.2895,6.535,1.712,7.775,102.73,3.8,8.435,8.635,73.85,1.663,30.48,37.85,0.0,2.2396468427758554,1.0350952410118186,8.601411025595286
65,1.6466,1.046,2.0008,0.6258,1.742,1.4548,8.2786,7.7868,43.632,1113.0,9.29,6.565,1.7173,7.7895,104.82,3.8,8.464,8.678,73.85,1.6587,30.5,37.8,-0.3661837287056158,1.8734631140702396,-0.18186226964111984,8.419548755954168
66,1.6578,1.043,1.9972,0.6264,1.745,1.4531,8.2791,7.7863,43.65,1114.0,9.312,6.56,1.7183,7.777,105.33,3.8,8.49,8.691,74.18,1.65,30.45,37.86,0.09587727708531002,1.9693403911555496,0.6801894813555087,9.099738237309676
67,1.6521,1.0366,1.9869,0.6289,1.755,1.4548,8.2795,7.7864,43.68,1115.5,9.395,6.6025,1.716,7.7225,105.0,3.8,8.4425,8.6225,74.15,1.633,30.5,38.05,0.39910600255428363,2.3684463937098332,-0.34382917119073486,8.755909066118942
68,1.6622,1.0438,1.996,0.6329,1.745,1.4515,8.2795,7.787,43.65,1112.0,9.364,6.575,1.715,7.774,104.78,3.8,8.476,8.661,74.18,1.639,30.48,38.05,0.6360311655271067,3.00447755923694,0.6113431390351698,9.367252205154113
69,1.6658,1.0428,1.9988,0.6317,1.746,1.4574,8.2795,7.7878,43.67,1107.5,9.3222,6.561,1.7162,7.767,105.33,3.8,8.482,8.642,74.15,1.6383,30.5,37.995,-0.18960341286142768,2.8148741463755123,0.2165804355673151,9.583832640721429
70,1.6692,1.043,2.006,0.6318,1.738,1.4615,8.2798,7.7875,43.66,1110.5,9.29,6.555,1.719,7.765,106.37,3.8,8.502,8.61,74.05,1.6435,30.35,38.05,0.015830299192653996,2.8307044455681662,0.2041061351903073,9.787938775911737
71,1.6787,1.0426,2.0064,0.63,1.7475,1.4635,8.2791,7.787,43.68,1110.0,9.366,6.5925,1.72,7.767,106.95,3.8,8.526,8.634,74.1,1.6415,30.35,38.07,-0.2849002849002913,2.545804160667875,0.5691349149293146,10.357073690841052
72,1.675,1.047,2.0101,0.6296,1.748,1.4623,8.2796,7.7878,43.7,1108.5,9.397,6.574,1.7193,7.797,105.86,3.8,8.533,8.702,74.05,1.649,30.35,38.05,-0.06349206349205438,2.4823120971758206,-0.2204086495502522,10.136665041290799
73,1.677,1.05,2.0088,0.6297,1.764,1.4661,8.2794,7.7879,43.7,1107.0,9.399,6.5645,1.716,7.8225,105.76,3.8,8.546,8.723,74.05,1.652,30.35,37.85,0.015883100381186566,2.498195197557007,0.11940298507462366,10.256068026365423
74,1.6745,1.0456,2.0096,0.6305,1.786,1.4767,8.2794,7.788,43.75,1111.2,9.501,6.5835,1.7078,7.7908,105.12,3.8,8.5435,8.7,74.04,1.6408,30.45,37.9,0.12704462442432174,2.625239821981329,-0.14907573047107103,10.10699229589435
75,1.6912,1.0471,2.0222,0.6308,1.789,1.4855,8.2794,7.7882,43.68,1113.8,9.4825,6.621,1.7069,7.7975,104.19,3.8,8.587,8.72,73.8,1.644,30.55,37.97,0.04758128469470879,2.6728211066760377,0.9973126306360047,11.104304926530356
76,1.6818,1.0552,2.019,0.6344,1.766,1.4837,8.279,7.7885,43.7,1110.0,9.437,6.61,1.699,7.8615,104.59,3.8,8.631,8.744,74.25,1.6603,30.6,37.92,0.5707038681039833,3.243524974780021,-0.5558183538316053,10.54848657269875
77,1.6787,1.0673,2.006,0.6338,1.766,1.4761,8.2793,7.7886,43.7,1109.5,9.391,6.638,1.6992,7.9525,104.94,3.8,8.714,8.798,74.25,1.6755,30.62,37.98,-0.09457755359393305,3.148947421186088,-0.18432631704126123,10.364160255657488
78,1.6861,1.0666,2.0202,0.6329,1.781,1.4725,8.2791,7.7888,43.687,1109.0,9.403,6.702,1.6978,7.9525,105.45,3.8,8.6925,8.8,73.85,1.6772,30.55,37.97,-0.14200063111391437,3.0069467900721736,0.4408172991004822,10.80497755475797
79,1.6878,1.0662,2.0263,0.6335,1.779,1.475,8.2785,7.7887,43.7,1108.5,9.4045,6.74,1.699,7.949,105.88,3.8,8.677,8.786,74.0,1.676,30.585,37.95,0.09480170643070274,3.1017484965028763,0.10082438764011936,10.905801942398089
80,1.6821,1.0643,2.0218,0.6329,1.79,1.4763,8.2786,7.789,43.655,1108.8,9.4405,6.7325,1.702,7.9203,105.66,3.8,8.673,8.78,74.2,1.6712,30.6,37.98,-0.0947119179163236,3.0070365785865527,-0.33771773906861036,10.568084203329478
81,1.679,1.0793,2.0182,0.6334,1.79,1.4699,8.2791,7.7885,43.7,1108.5,9.405,6.7305,1.704,8.048,105.71,3.8,8.806,8.848,74.2,1.6985,30.65,38.04,0.07900142202559302,3.0860380006121457,-0.18429344272040682,10.383790760609072
82,1.6978,1.085,2.0555,0.6331,1.799,1.4758,8.2795,7.789,43.7,1108.1,9.409,6.805,1.7055,8.0875,106.46,3.8,8.8275,8.885,74.2,1.7085,30.65,38.15,-0.0473634354278496,3.038674565184296,1.1197141155449675,11.50350487615404
83,1.7021,1.101,2.0585,0.635,1.811,1.4792,8.2798,7.789,43.7,1111.0,9.454,6.865,1.707,8.209,106.36,3.8,8.9718,8.9808,74.35,1.731,30.65,38.13,0.30011056705101513,3.3387851322353113,0.25326893627046765,11.756773812424507
84,1.7132,1.1002,2.0597,0.6427,1.805,1.4818,8.2799,7.789,43.7,1110.0,9.411,6.783,1.7065,8.1935,107.98,3.8,8.959,8.967,74.55,1.725,30.67,38.09,1.2125984251968536,4.551383557432165,0.6521355972034515,12.40890940962796
85,1.7241,1.0965,2.0683,0.6428,1.807,1.4783,8.2799,7.789,43.67,1110.0,9.335,6.785,1.709,8.1695,108.89,3.8,8.905,8.9183,74.4,1.7135,30.65,38.12,0.015559358954408964,4.566942916386574,0.636236282979219,13.045145692607178
86,1.7074,1.1028,2.058,0.6414,1.8,1.4857,8.2799,7.7895,43.75,1110.1,9.334,6.775,1.7178,8.221,108.63,3.8,8.9535,8.941,74.55,1.7185,30.68,38.35,-0.21779713752334562,4.349145778863228,-0.9686213096688046,12.076524382938373
87,1.6949,1.1247,2.045,0.6408,1.816,1.4923,8.2799,7.79,43.73,1110.0,9.3675,6.845,1.7215,8.3805,109.14,3.8,9.071,9.077,74.05,1.7369,30.75,38.5,-0.0935453695041999,4.255600409359028,-0.7321072976455456,11.344417085292829
88,1.6909,1.1227,2.0375,0.6479,1.814,1.498,8.2799,7.79,43.67,1111.5,9.3965,6.9225,1.722,8.373,108.17,3.8,9.102,9.104,74.7,1.7353,30.72,38.51,1.1079900124843833,5.363590421843411,-0.23600212401911902,11.10841496127371
89,1.6849,1.1169,2.0437,0.6541,1.8125,1.498,8.2799,7.7898,43.7,1111.0,9.48,6.94,1.7222,8.3255,108.53,3.8,9.106,9.103,74.7,1.7323,30.68,38.55,0.9569377990430672,6.320528220886478,-0.35484061742266926,10.75357434385104
90,1.7036,1.1173,2.0631,0.6532,1.805,1.4927,8.2798,7.7893,43.7,1109.7,9.4825,6.94,1.7235,8.326,109.03,3.8,9.093,9.095,74.4,1.7305,30.7,38.5,-0.1375936401161959,6.182934580770283,1.1098581518190986,11.86343249567014
91,1.7159,1.1083,2.0877,0.653,1.8075,1.4945,8.279,7.7899,43.7,1109.5,9.4875,7.09,1.7295,8.261,109.61,3.8,9.051,9.0592,74.5,1.7219,30.65,38.68,-0.030618493570111482,6.152316087200171,0.7220004695938087,12.585432965263948
92,1.7197,1.0993,2.0942,0.6599,1.818,1.4955,8.2785,7.7898,44.3,1109.2,9.572,7.0755,1.729,8.198,109.33,3.8,9.045,9.0575,74.8,1.715,30.73,38.71,1.0566615620214437,7.208977649221615,0.22145812693048494,12.806891092194434
93,1.7271,1.1085,2.0934,0.6668,1.82,1.49,8.2782,7.7898,44.44,1113.0,9.583,6.975,1.7263,8.2675,108.47,3.8,9.139,9.16,74.55,1.7252,30.76,39.0,1.0456129716623686,8.254590620883985,0.43030761179276844,13.237198703987202
94,1.7212,1.1013,2.0855,0.6591,1.83,1.4872,8.2778,7.79,44.15,1113.5,9.5627,7.04,1.7278,8.2177,108.74,3.8,9.0115,9.092,74.6,1.709,30.75,38.9,-1.1547690461907512,7.099821574693234,-0.34161310867929506,12.895585595307907
95,1.7425,1.0943,2.1093,0.6633,1.845,1.4897,8.2777,7.7895,44.44,1114.9,9.576,7.04,1.7335,8.1656,109.48,3.8,8.963,9.063,75.1,1.7033,30.83,39.35,0.637232589895298,7.737054164588532,1.2375087148500885,14.133094310157995
96,1.7322,1.1046,2.1142,0.6663,1.823,1.4862,8.2772,7.7902,44.05,1115.0,9.508,7.0725,1.7325,8.248,109.75,3.8,9.0505,9.103,75.15,1.7152,30.84,39.45,0.45228403437358455,8.189338198962115,-0.5911047345767528,13.541989575581242
97,1.759,1.121,2.1692,0.6709,1.833,1.4992,8.2768,7.791,44.02,1115.6,9.5505,7.1175,1.734,8.3645,109.53,3.8,9.152,9.201,75.1,1.7398,30.75,39.4,0.6903797088398722,8.879717907801988,1.5471654543355307,15.089155029916773
98,1.7535,1.1171,2.209,0.6749,1.831,1.5007,8.2773,7.7915,44.03,1118.8,9.582,7.134,1.734,8.333,108.7,3.8,9.126,9.1323,75.15,1.7377,30.82,39.34,0.5962140408406702,9.475931948642657,-0.3126776577600854,14.776477372156688
99,1.7458,1.1178,2.1906,0.6732,1.843,1.4963,8.2768,7.7915,44.0,1122.5,9.627,7.18,1.7275,8.335,106.89,3.8,9.1375,9.1575,75.15,1.7347,30.79,39.03,-0.25188916876575096,9.224042779876907,-0.43912175648702645,14.337355615669662
100,1.7422,1.1067,2.1772,0.6708,1.854,1.4983,8.277,7.7918,44.02,1131.5,9.573,7.1175,1.7317,8.2565,107.02,3.8,9.117,9.222,75.05,1.7185,30.75,39.18,-0.35650623885918886,8.867536541017717,-0.20620918776492747,14.131146427904735
101,1.74,1.1072,2.1801,0.679,1.852,1.5036,8.2768,7.792,44.15,1135.0,9.5025,7.055,1.735,8.2455,106.72,3.8,9.153,9.21,75.1,1.7295,30.8,39.25,1.2224209898628713,10.08995753088059,-0.126277120881646,14.004869307023089
102,1.7504,1.0994,2.2026,0.6777,1.853,1.5085,8.2769,7.7919,44.25,1133.5,9.54,7.118,1.737,8.2,107.58,3.8,9.0985,9.175,75.1,1.7208,30.82,39.3,-0.19145802650958332,9.898499504371006,0.5977011494252782,14.602570456448367
103,1.7544,1.1023,2.1901,0.68,1.846,1.5057,8.2773,7.792,44.2,1129.9,9.5085,7.1475,1.7328,8.22,107.48,3.8,9.106,9.165,75.5,1.721,30.85,39.15,0.33938320790911636,10.237882712280122,0.22851919561244216,14.83108965206081
